bond_lot,bond_slot,bond_x_true,bond_y_true,dt_job,dt_x_true,dt_y_true,core_wafer,core_lot,core_slot,core_lot_at_dt,core_slot_at_dt,core_x_true,core_y_true
BS-2601-001,02,4,4,DT-EQP-01_20260511T0000_T02,8,8,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,4,7
BS-2601-001,02,4,2,DT-EQP-01_20260511T0000_T02,8,10,WF.010515,CL-2601-005,15,CL-2601-005-A5,15,0,6
BS-2601-001,02,3,10,DT-EQP-01_20260511T0000_T02,9,2,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,9,5
BS-2601-001,02,3,6,DT-EQP-01_20260511T0000_T02,9,6,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,11,3
BS-2601-001,02,3,3,DT-EQP-01_20260511T0000_T02,9,9,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,7,12
BS-2601-001,02,2,10,DT-EQP-01_20260511T0000_T02,10,2,WF.010517,CL-2601-005,17,CL-2601-005-A5,17,7,2
BS-2601-001,02,2,7,DT-EQP-01_20260511T0000_T02,10,5,WF.010517,CL-2601-005,17,CL-2601-005-A5,17,9,11
BS-2601-001,02,2,4,DT-EQP-01_20260511T0000_T02,10,8,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,9,3
BS-2601-001,02,2,2,DT-EQP-01_20260511T0000_T02,10,10,WF.010201,CL-2601-002,01,CL-2601-002-A4,01,10,6
BS-2601-001,02,1,6,DT-EQP-01_20260511T0000_T02,11,6,WF.010515,CL-2601-005,15,CL-2601-005-A5,15,3,8
BS-2601-001,02,1,3,DT-EQP-01_20260511T0000_T02,11,9,WF.010515,CL-2601-005,15,CL-2601-005-A5,15,11,6
BS-2601-001,03,12,7,DT-EQP-01_20260511T0000_T03,0,5,WF.010103,CL-2601-001,03,CL-2601-001,03,5,12
BS-2601-001,03,12,6,DT-EQP-01_20260511T0000_T03,0,6,WF.010103,CL-2601-001,03,CL-2601-001,03,6,12
BS-2601-001,03,11,8,DT-EQP-01_20260511T0000_T03,1,4,WF.010103,CL-2601-001,03,CL-2601-001,03,10,2
BS-2601-001,03,11,6,DT-EQP-01_20260511T0000_T03,1,6,WF.010103,CL-2601-001,03,CL-2601-001,03,5,8
BS-2601-001,03,11,5,DT-EQP-01_20260511T0000_T03,1,7,WF.010103,CL-2601-001,03,CL-2601-001,03,3,11
BS-2601-001,03,11,4,DT-EQP-01_20260511T0000_T03,1,8,WF.010103,CL-2601-001,03,CL-2601-001,03,4,9
BS-2601-001,03,10,8,DT-EQP-01_20260511T0000_T03,2,4,WF.010103,CL-2601-001,03,CL-2601-001,03,4,5
BS-2601-001,03,10,3,DT-EQP-01_20260511T0000_T03,2,9,WF.010103,CL-2601-001,03,CL-2601-001,03,10,3
BS-2601-001,03,9,11,DT-EQP-01_20260511T0000_T03,3,1,WF.010103,CL-2601-001,03,CL-2601-001,03,9,10
BS-2601-001,03,9,6,DT-EQP-01_20260511T0000_T03,3,6,WF.010103,CL-2601-001,03,CL-2601-001,03,5,10
BS-2601-001,03,9,5,DT-EQP-01_20260511T0000_T03,3,7,WF.010103,CL-2601-001,03,CL-2601-001,03,12,7
BS-2601-001,03,8,9,DT-EQP-01_20260511T0000_T03,4,3,WF.010103,CL-2601-001,03,CL-2601-001,03,9,11
BS-2601-001,03,8,6,DT-EQP-01_20260511T0000_T03,4,6,WF.010103,CL-2601-001,03,CL-2601-001,03,1,5
BS-2601-001,03,8,1,DT-EQP-01_20260511T0000_T03,4,11,WF.010103,CL-2601-001,03,CL-2601-001,03,5,9
BS-2601-001,03,7,11,DT-EQP-01_20260511T0000_T03,5,1,WF.010103,CL-2601-001,03,CL-2601-001,03,8,3
BS-2601-001,03,7,10,DT-EQP-01_20260511T0000_T03,5,2,WF.010103,CL-2601-001,03,CL-2601-001,03,3,6
BS-2601-001,03,7,9,DT-EQP-01_20260511T0000_T03,5,3,WF.010103,CL-2601-001,03,CL-2601-001,03,5,1
BS-2601-001,03,7,8,DT-EQP-01_20260511T0000_T03,5,4,WF.010103,CL-2601-001,03,CL-2601-001,03,8,8
BS-2601-001,03,7,7,DT-EQP-01_20260511T0000_T03,5,5,WF.010103,CL-2601-001,03,CL-2601-001,03,9,9
BS-2601-001,03,7,5,DT-EQP-01_20260511T0000_T03,5,7,WF.010103,CL-2601-001,03,CL-2601-001,03,4,8
BS-2601-001,03,7,0,DT-EQP-01_20260511T0000_T03,5,12,WF.010103,CL-2601-001,03,CL-2601-001,03,11,7
BS-2601-001,03,6,11,DT-EQP-01_20260511T0000_T03,6,1,WF.010103,CL-2601-001,03,CL-2601-001,03,7,9
BS-2601-001,03,6,10,DT-EQP-01_20260511T0000_T03,6,2,WF.010103,CL-2601-001,03,CL-2601-001,03,7,8
BS-2601-001,03,6,3,DT-EQP-01_20260511T0000_T03,6,9,WF.010103,CL-2601-001,03,CL-2601-001,03,0,7
BS-2601-001,03,5,12,DT-EQP-01_20260511T0000_T03,7,0,WF.010103,CL-2601-001,03,CL-2601-001,03,0,6
BS-2601-001,03,5,9,DT-EQP-01_20260511T0000_T03,7,3,WF.010103,CL-2601-001,03,CL-2601-001,03,8,6
BS-2601-001,03,5,8,DT-EQP-01_20260511T0000_T03,7,4,WF.010103,CL-2601-001,03,CL-2601-001,03,7,5
BS-2601-001,03,5,7,DT-EQP-01_20260511T0000_T03,7,5,WF.010103,CL-2601-001,03,CL-2601-001,03,9,5
BS-2601-001,03,5,6,DT-EQP-01_20260511T0000_T03,7,6,WF.010103,CL-2601-001,03,CL-2601-001,03,10,5
BS-2601-001,03,5,3,DT-EQP-01_20260511T0000_T03,7,9,WF.010103,CL-2601-001,03,CL-2601-001,03,6,6
BS-2601-001,03,5,2,DT-EQP-01_20260511T0000_T03,7,10,WF.010103,CL-2601-001,03,CL-2601-001,03,7,10
BS-2601-001,03,5,1,DT-EQP-01_20260511T0000_T03,7,11,WF.010103,CL-2601-001,03,CL-2601-001,03,2,7
BS-2601-001,03,4,10,DT-EQP-01_20260511T0000_T03,8,2,WF.010103,CL-2601-001,03,CL-2601-001,03,1,9
BS-2601-001,03,4,9,DT-EQP-01_20260511T0000_T03,8,3,WF.010103,CL-2601-001,03,CL-2601-001,03,7,6
BS-2601-001,03,4,7,DT-EQP-01_20260511T0000_T03,8,5,WF.010103,CL-2601-001,03,CL-2601-001,03,2,4
BS-2601-001,03,4,6,DT-EQP-01_20260511T0000_T03,8,6,WF.010103,CL-2601-001,03,CL-2601-001,03,7,11
BS-2601-001,03,4,3,DT-EQP-01_20260511T0000_T03,8,9,WF.010103,CL-2601-001,03,CL-2601-001,03,1,8
BS-2601-001,03,4,2,DT-EQP-01_20260511T0000_T03,8,10,WF.010103,CL-2601-001,03,CL-2601-001,03,2,10
BS-2601-001,03,3,9,DT-EQP-01_20260511T0000_T03,9,3,WF.010103,CL-2601-001,03,CL-2601-001,03,8,1
BS-2601-001,03,3,8,DT-EQP-01_20260511T0000_T03,9,4,WF.010103,CL-2601-001,03,CL-2601-001,03,3,8
BS-2601-001,03,3,7,DT-EQP-01_20260511T0000_T03,9,5,WF.010103,CL-2601-001,03,CL-2601-001,03,11,4
BS-2601-001,03,3,2,DT-EQP-01_20260511T0000_T03,9,10,WF.010103,CL-2601-001,03,CL-2601-001,03,5,0
BS-2601-001,03,2,9,DT-EQP-01_20260511T0000_T03,10,3,WF.010103,CL-2601-001,03,CL-2601-001,03,2,8
BS-2601-001,03,2,8,DT-EQP-01_20260511T0000_T03,10,4,WF.010103,CL-2601-001,03,CL-2601-001,03,6,5
BS-2601-001,03,2,6,DT-EQP-01_20260511T0000_T03,10,6,WF.010103,CL-2601-001,03,CL-2601-001,03,5,5
BS-2601-001,03,2,2,DT-EQP-01_20260511T0000_T03,10,10,WF.010103,CL-2601-001,03,CL-2601-001,03,12,6
BS-2601-001,03,1,6,DT-EQP-01_20260511T0000_T03,11,6,WF.010103,CL-2601-001,03,CL-2601-001,03,10,7
BS-2601-001,03,1,3,DT-EQP-01_20260511T0000_T03,11,9,WF.010103,CL-2601-001,03,CL-2601-001,03,3,2
BS-2601-001,04,11,7,DT-EQP-01_20260511T0000_T04,1,5,WF.010825,CL-2601-008,25,CL-2601-008,25,9,7
BS-2601-001,04,10,8,DT-EQP-01_20260511T0000_T04,2,4,WF.010825,CL-2601-008,25,CL-2601-008,25,10,5
BS-2601-001,04,10,5,DT-EQP-01_20260511T0000_T04,2,7,WF.010825,CL-2601-008,25,CL-2601-008,25,9,10
BS-2601-001,04,10,3,DT-EQP-01_20260511T0000_T04,2,9,WF.010825,CL-2601-008,25,CL-2601-008,25,6,6
BS-2601-001,04,9,11,DT-EQP-01_20260511T0000_T04,3,1,WF.010825,CL-2601-008,25,CL-2601-008,25,5,2
BS-2601-001,04,9,5,DT-EQP-01_20260511T0000_T04,3,7,WF.010825,CL-2601-008,25,CL-2601-008,25,7,7
BS-2601-001,04,9,3,DT-EQP-01_20260511T0000_T04,3,9,WF.010825,CL-2601-008,25,CL-2601-008,25,8,5
BS-2601-001,04,8,11,DT-EQP-01_20260511T0000_T04,4,1,WF.010825,CL-2601-008,25,CL-2601-008,25,5,12
BS-2601-001,04,8,6,DT-EQP-01_20260511T0000_T04,4,6,WF.010825,CL-2601-008,25,CL-2601-008,25,6,3
BS-2601-001,04,7,11,DT-EQP-01_20260511T0000_T04,5,1,WF.010825,CL-2601-008,25,CL-2601-008,25,6,2
BS-2601-001,04,7,10,DT-EQP-01_20260511T0000_T04,5,2,WF.010825,CL-2601-008,25,CL-2601-008,25,4,6
BS-2601-001,04,7,9,DT-EQP-01_20260511T0000_T04,5,3,WF.010825,CL-2601-008,25,CL-2601-008,25,1,9
BS-2601-001,04,7,7,DT-EQP-01_20260511T0000_T04,5,5,WF.010825,CL-2601-008,25,CL-2601-008,25,7,5
BS-2601-001,04,7,6,DT-EQP-01_20260511T0000_T04,5,6,WF.010825,CL-2601-008,25,CL-2601-008,25,8,9
BS-2601-001,04,7,5,DT-EQP-01_20260511T0000_T04,5,7,WF.010825,CL-2601-008,25,CL-2601-008,25,9,1
BS-2601-001,04,7,3,DT-EQP-01_20260511T0000_T04,5,9,WF.010825,CL-2601-008,25,CL-2601-008,25,12,5
BS-2601-001,04,7,2,DT-EQP-01_20260511T0000_T04,5,10,WF.010825,CL-2601-008,25,CL-2601-008,25,8,4
BS-2601-001,04,6,8,DT-EQP-01_20260511T0000_T04,6,4,WF.010825,CL-2601-008,25,CL-2601-008,25,8,3
BS-2601-001,04,6,4,DT-EQP-01_20260511T0000_T04,6,8,WF.010825,CL-2601-008,25,CL-2601-008,25,8,6
BS-2601-001,04,6,3,DT-EQP-01_20260511T0000_T04,6,9,WF.010825,CL-2601-008,25,CL-2601-008,25,11,9
BS-2601-001,04,5,12,DT-EQP-01_20260511T0000_T04,7,0,WF.010825,CL-2601-008,25,CL-2601-008,25,4,10
BS-2601-001,04,5,11,DT-EQP-01_20260511T0000_T04,7,1,WF.010825,CL-2601-008,25,CL-2601-008,25,12,7
BS-2601-001,04,5,10,DT-EQP-01_20260511T0000_T04,7,2,WF.010825,CL-2601-008,25,CL-2601-008,25,9,2
BS-2601-001,04,5,9,DT-EQP-01_20260511T0000_T04,7,3,WF.010825,CL-2601-008,25,CL-2601-008,25,4,8
BS-2601-001,04,5,6,DT-EQP-01_20260511T0000_T04,7,6,WF.010825,CL-2601-008,25,CL-2601-008,25,2,9
BS-2601-001,04,4,10,DT-EQP-01_20260511T0000_T04,8,2,WF.010825,CL-2601-008,25,CL-2601-008,25,4,4
BS-2601-001,04,4,5,DT-EQP-01_20260511T0000_T04,8,7,WF.010825,CL-2601-008,25,CL-2601-008,25,9,4
BS-2601-001,04,4,4,DT-EQP-01_20260511T0000_T04,8,8,WF.010825,CL-2601-008,25,CL-2601-008,25,5,4
BS-2601-001,04,3,11,DT-EQP-01_20260511T0000_T04,9,1,WF.010825,CL-2601-008,25,CL-2601-008,25,6,4
BS-2601-001,04,3,10,DT-EQP-01_20260511T0000_T04,9,2,WF.010825,CL-2601-008,25,CL-2601-008,25,3,9
BS-2601-001,04,3,5,DT-EQP-01_20260511T0000_T04,9,7,WF.010825,CL-2601-008,25,CL-2601-008,25,6,1
BS-2601-001,04,3,3,DT-EQP-01_20260511T0000_T04,9,9,WF.010825,CL-2601-008,25,CL-2601-008,25,0,5
BS-2601-001,04,2,10,DT-EQP-01_20260511T0000_T04,10,2,WF.010825,CL-2601-008,25,CL-2601-008,25,8,11
BS-2601-001,04,2,8,DT-EQP-01_20260511T0000_T04,10,4,WF.010825,CL-2601-008,25,CL-2601-008,25,6,11
BS-2601-001,04,2,7,DT-EQP-01_20260511T0000_T04,10,5,WF.010825,CL-2601-008,25,CL-2601-008,25,3,3
BS-2601-001,04,2,4,DT-EQP-01_20260511T0000_T04,10,8,WF.010825,CL-2601-008,25,CL-2601-008,25,4,9
BS-2601-001,04,2,3,DT-EQP-01_20260511T0000_T04,10,9,WF.010825,CL-2601-008,25,CL-2601-008,25,5,11
BS-2601-001,04,2,2,DT-EQP-01_20260511T0000_T04,10,10,WF.010825,CL-2601-008,25,CL-2601-008,25,5,7
BS-2601-001,04,1,8,DT-EQP-01_20260511T0000_T04,11,4,WF.010825,CL-2601-008,25,CL-2601-008,25,10,4
BS-2601-001,04,1,7,DT-EQP-01_20260511T0000_T04,11,5,WF.010825,CL-2601-008,25,CL-2601-008,25,7,9
BS-2601-001,04,1,4,DT-EQP-01_20260511T0000_T04,11,8,WF.010825,CL-2601-008,25,CL-2601-008,25,8,10
BS-2601-001,04,0,6,DT-EQP-01_20260511T0000_T04,12,6,WF.010825,CL-2601-008,25,CL-2601-008,25,7,4
BS-2601-001,05,12,7,DT-EQP-01_20260511T0000_T05,0,5,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,3,7
BS-2601-001,05,12,6,DT-EQP-01_20260511T0000_T05,0,6,WF.010817,CL-2601-008,17,CL-2601-008,17,5,1
BS-2601-001,05,11,7,DT-EQP-01_20260511T0000_T05,1,5,WF.010817,CL-2601-008,17,CL-2601-008,17,9,3
BS-2601-001,05,11,4,DT-EQP-01_20260511T0000_T05,1,8,WF.010817,CL-2601-008,17,CL-2601-008,17,1,9
BS-2601-001,05,10,10,DT-EQP-01_20260511T0000_T05,2,2,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,4,9
BS-2601-001,05,10,6,DT-EQP-01_20260511T0000_T05,2,6,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,5,3
BS-2601-001,05,10,5,DT-EQP-01_20260511T0000_T05,2,7,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,10,2
BS-2601-001,05,10,3,DT-EQP-01_20260511T0000_T05,2,9,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,1,3
BS-2601-001,05,9,9,DT-EQP-01_20260511T0000_T05,3,3,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,6,10
BS-2601-001,05,9,7,DT-EQP-01_20260511T0000_T05,3,5,WF.010817,CL-2601-008,17,CL-2601-008,17,7,4
BS-2601-001,05,9,3,DT-EQP-01_20260511T0000_T05,3,9,WF.010817,CL-2601-008,17,CL-2601-008,17,9,8
BS-2601-001,05,8,10,DT-EQP-01_20260511T0000_T05,4,2,WF.010817,CL-2601-008,17,CL-2601-008,17,1,4
BS-2601-001,05,8,7,DT-EQP-01_20260511T0000_T05,4,5,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,6,1
BS-2601-001,05,8,6,DT-EQP-01_20260511T0000_T05,4,6,WF.010817,CL-2601-008,17,CL-2601-008,17,4,9
BS-2601-001,05,8,5,DT-EQP-01_20260511T0000_T05,4,7,WF.010817,CL-2601-008,17,CL-2601-008,17,2,3
BS-2601-001,05,8,4,DT-EQP-01_20260511T0000_T05,4,8,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,7,2
BS-2601-001,05,7,9,DT-EQP-01_20260511T0000_T05,5,3,WF.010817,CL-2601-008,17,CL-2601-008,17,8,8
BS-2601-001,05,7,6,DT-EQP-01_20260511T0000_T05,5,6,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,10,2
BS-2601-001,05,7,5,DT-EQP-01_20260511T0000_T05,5,7,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,4,10
BS-2601-001,05,7,4,DT-EQP-01_20260511T0000_T05,5,8,WF.010817,CL-2601-008,17,CL-2601-008,17,8,4
BS-2601-001,05,7,1,DT-EQP-01_20260511T0000_T05,5,11,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,7,9
BS-2601-001,05,7,0,DT-EQP-01_20260511T0000_T05,5,12,WF.010817,CL-2601-008,17,CL-2601-008,17,0,6
BS-2601-001,05,6,11,DT-EQP-01_20260511T0000_T05,6,1,WF.010714,CL-2601-007,14,CL-2601-007-A2-A6-A8,14,12,6
BS-2601-001,05,6,10,DT-EQP-01_20260511T0000_T05,6,2,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,10,6
BS-2601-001,05,6,9,DT-EQP-01_20260511T0000_T05,6,3,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,4,6
BS-2601-001,05,6,7,DT-EQP-01_20260511T0000_T05,6,5,WF.010620,CL-2601-006,20,CL-2601-006-A1,20,3,5
BS-2601-001,05,6,6,DT-EQP-01_20260511T0000_T05,6,6,WF.010817,CL-2601-008,17,CL-2601-008,17,9,1
