table,business_key_val,column,true_value,kind,recorded_value
core_wafer_map,CL-2601-001_02_7_8,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_7_9,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_7_10,wafer_id,WF.010102,pipeline_dropped,
core_wafer_map,CL-2601-001_02_7_12,wafer_id,WF.010102,pipeline_dropped,
core_wafer_map,CL-2601-001_02_8_3,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_8_4,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_8_8,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_8_10,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_9_1,wafer_id,WF.010102,pipeline_dropped,
core_wafer_map,CL-2601-001_02_9_4,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_9_5,wafer_id,WF.010102,pipeline_dropped,
core_wafer_map,CL-2601-001_02_9_7,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_9_8,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_9_11,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_10_5,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_10_6,wafer_id,WF.010102,pipeline_dropped,
core_wafer_map,CL-2601-001_02_10_8,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_10_9,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_10_10,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_11_3,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_11_4,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_11_6,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_11_7,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_12_5,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_12_6,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_02_12_7,wafer_id,WF.010102,never_existed,
core_wafer_map,CL-2601-001_03_0_6,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_1_4,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_1_7,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_1_8,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_1_9,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_2_3,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_2_4,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_2_6,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_3_9,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_4_1,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_4_8,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_4_9,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_4_10,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_4_11,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_5_0,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_5_7,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_5_8,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_5_10,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_0,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_2,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_4,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_5,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_6,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_6_7,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_6_9,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_7_0,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_7_1,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_7_3,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_7_10,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_8_1,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_8_3,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_8_5,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_8_9,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_9_4,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_9_5,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_9_6,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_9_7,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_9_9,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_9_10,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_10_4,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_10_9,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_11_5,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_11_6,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_11_7,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_11_8,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_11_9,wafer_id,WF.010103,pipeline_dropped,
core_wafer_map,CL-2601-001_03_12_5,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_03_12_7,wafer_id,WF.010103,never_existed,
core_wafer_map,CL-2601-001_04_0_5,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_0_7,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_1_3,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_1_6,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_1_7,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_1_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_2_5,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_2_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_2_10,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_3_1,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_3_2,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_3_3,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_3_4,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_3_5,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_3_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_3_11,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_4_1,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_4_3,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_4_4,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_4_6,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_4_8,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_4_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_4_11,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_5_3,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_5_4,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_5_8,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_0,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_6_1,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_6_2,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_6_4,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_8,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_10,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_11,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_6_12,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_7_1,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_7_6,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_7_8,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_8_2,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_8_5,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_8_7,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_8_8,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_8_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_9_2,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_9_3,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_9_4,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_9_7,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_10_2,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_10_3,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_10_8,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_10_9,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_10_10,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_11_5,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_11_6,wafer_id,WF.010104,never_existed,
core_wafer_map,CL-2601-001_04_11_8,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_04_11_9,wafer_id,WF.010104,pipeline_dropped,
core_wafer_map,CL-2601-001_05_0_7,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_1_3,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_1_6,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_1_8,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_2_3,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_2_9,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_3_1,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_3_2,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_3_8,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_1,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_2,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_5,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_6,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_9,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_10,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_4_11,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_5_0,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_5_3,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_5_12,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_6_3,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_6_5,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_6_9,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_6_10,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_7_1,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_7_2,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_7_5,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_8_2,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_8_7,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_8_8,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_8_11,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_9_1,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_9_6,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_9_7,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_9_9,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_9_10,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_9_11,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_10_5,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_10_9,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_10_10,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_11_5,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_11_7,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_11_9,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_05_12_5,wafer_id,WF.010105,pipeline_dropped,
core_wafer_map,CL-2601-001_05_12_7,wafer_id,WF.010105,never_existed,
core_wafer_map,CL-2601-001_06_0_7,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_1_3,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_1_7,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_1_9,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_2_8,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_2_9,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_3_8,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_3_11,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_4_6,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_4_9,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_5_2,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_5_3,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_5_6,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_5_7,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_5_8,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_5_9,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_5_11,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_5_12,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_6_0,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_6_2,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_6_3,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_6_5,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_6_9,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_6_11,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_6_12,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_7_0,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_7_1,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_7_6,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_7_9,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_7_12,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_8_3,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_8_4,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_8_5,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_8_7,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_8_8,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_8_9,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_8_10,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_8_11,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_9_2,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_9_3,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_9_4,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_9_7,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_9_8,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_9_10,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_10_2,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_10_3,wafer_id,WF.010106,pipeline_dropped,
core_wafer_map,CL-2601-001_06_10_10,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_11_3,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_06_11_9,wafer_id,WF.010106,never_existed,
core_wafer_map,CL-2601-001_07_0_7,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_1_3,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_1_4,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_1_8,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_1_9,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_2_2,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_2_4,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_2_5,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_2_10,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_3_1,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_3_2,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_3_8,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_4_3,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_4_6,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_4_8,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_4_10,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_4_11,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_5_0,wafer_id,WF.010107,pipeline_dropped,
core_wafer_map,CL-2601-001_07_5_3,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_5_4,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_5_7,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_5_9,wafer_id,WF.010107,never_existed,
core_wafer_map,CL-2601-001_07_5_10,wafer_id,WF.010107,never_existed,
